url,type,name,address,rating,number_reviews,last_reviewed,lat,lng
us/regal-stays-corporate-apartments-downtown-dallas,Apartments,Regal Stays Corporate Apartments - Downtown Dallas,"500 South Ervay Street, Dallas, TX 75201, USA",-1.0,-1,,32.77796303,-96.79550312
us/rio-hacienda-vg306-condo,Apartment,Rio Hacienda VG306 Condo,"New Braunfels, 78130, USA",-1.0,-1,,29.736378,-98.104221
us/houston-6229-richmond-avenue,Hotel,Best Western Galleria Inn & Suites,"6229 Richmond, Houston, TX 77057, USA",8.4,418,24 July 2019,29.73141244,-95.49259476
us/guild-victory-park,Apartments,Guild Victory Park,"1607 Lyte Street #100F, Uptown Dallas, Dallas, TX 75201, USA",9.5,110,26 July 2019,32.792172,-96.810102
us/staybridge-suites-plano-frisco,Hotel,Staybridge Suites Plano / Frisco,"8355 Parkwood Boulevard, Frisco, TX 75024, USA",9.0,113,1 July 2019,33.091945,-96.813825
us/nemo-cay-resort-d104k,Villa,Nemo Cay Resort D104K,"15104 Dory Drive, Corpus Christi, 78418, USA",-1.0,-1,,27.606112,-97.223741
us/domain-at-citycentre,Apartments,Domain at CityCentre,"811 Town and Country Blvd, Houston, TX 77024, USA",9.9,6,8 January 2019,29.780023,-95.5597792
us/the-perfect-beachside-getaway,Holiday home,The Perfect Beachside Getaway,"Galveston, 77551, USA",9.5,-1,3 July 2019,29.266891,-94.827755
us/la-quinta-inn-suites-la-cantera,Hotel,La Quinta by Wyndham San Antonio Northwest,"11155 West Loop 1604 North, San Antonio, TX 78254, USA",8.7,344,30 July 2019,29.54731533,-98.67488313
us/conveniently-located-beachside-condo,Holiday home,Conveniently Located Beachside Condo,"Seawall Boulevard 6300, Galveston, 77551, USA",-1.0,-1,29 July 2019,29.2656167,-94.8296253
us/tranquil-townhome,Holiday home,Tranquil Townhome,"San Antonio, TX 78251, USA",-1.0,-1,18 May 2019,29.450151,-98.684888
us/courtyard-by-marriott-dallas-plano-richardson,Hotel,Courtyard by Marriott Dallas Plano/Richardson,"1805 East President George Bush Highway, Plano, TX 75074, USA",8.9,59,29 July 2019,33.004306,-96.689611
us/inn-houston-la-porte,Hotel,La Quinta Inn by Wyndham Houston La Porte,"1105 Highway 146 South, La Porte, TX 77571, USA",7.6,166,29 July 2019,29.65154,-95.02920896
us/country-cousins,Apartment,Country Cousins,"New Braunfels, 78130, USA",9.5,-1,19 July 2018,29.708938,-98.11073
us/stylish-new-home-1-home,Holiday home,Stylish New Home #1 Home,"Austin, 78702, USA",-1.0,-1,,30.273442,-97.718249
us/woodspring-suites-abilene,Hotel,WoodSpring Suites Abilene,"4266 Oil Belt Lane, Abilene, TX 79605, USA",7.2,162,29 July 2019,32.400283,-99.753361
us/homewood-suites-by-hilton-r-college-station,Hotel,Homewood Suites by Hilton College Station,"950 University Drive East, College Station, TX 77840, USA",8.3,19,29 July 2019,30.63376369,-96.32281959
us/springhill-suites-houston-baytown,Hotel,SpringHill Suites by Marriott Houston Baytown,"5169 Interstate 10 East, Baytown, TX 77521, USA",9.3,145,28 July 2019,29.80679663,-94.98028547
us/best-western-windsor-suites-houston,Hotel,Best Western Windsor Suites,"13371 FM 1960 Road West, Houston, TX 77065, USA",7.1,41,7 July 2019,29.91502608,-95.61884567
us/crystal-inn-sugarland-sugar-land,Inn,Crystal Inn - Sugarland,"9720 South Texas 6, Sugar Land, TX 77498, USA",8.5,19,29 July 2019,29.672995,-95.643492
us/the-silo-house-at-laughing-llama-farm-farmhouse,Holiday home,The Silo House At Laughing Llama Farm Farmhouse,"Troy, 76579, USA",-1.0,-1,,31.214724,-97.240005
us/hotel-la-salle-waco,Hotel,Comfort Suites Near Baylor University,"2700 La Salle, Waco, TX 76706, USA",9.1,292,27 July 2019,31.52313313,-97.13248059
us/crystal-inn-downtown,Motel,Crystal Inn Downtown,"5006 North Freeway, Houston, TX 77022, USA",-1.0,-1,,29.839393,-95.388163
us/holiday-inn-lubbock-south,Hotel,Holiday Inn Lubbock South,"6107 Justice Avenue, Lubbock, TX 79424, USA",9.1,26,26 July 2019,33.53774287,-101.94998408
us/home2-suites-by-hilton-san-antonio-north-stone-oak,Hotel,Home2 Suites By Hilton San Antonio North Stone Oak,"1807 North Loop 1604 East, San Antonio, 78232, USA",9.2,34,29 July 2019,29.61004831,-98.46209533
us/staylo-platform-east,Aparthotel,StayLo Austin 2 Bedroom Suites,"2823 East Martin Luther King Junior Boulevard, Austin, TX 78702, USA",9.7,19,27 May 2019,30.28127232,-97.71112293
us/comfort-suites-west-energy-corridor,Hotel,Comfort Suites,"7111 Rancho Mission Drive, Houston, TX 77083, USA",7.9,80,29 July 2019,29.69977145,-95.64250007
us/inn-dallas-plano-east,Motel,Red Roof Inn Plano,"1820 North Central Expressway, Plano, TX 75074, USA",6.4,207,30 July 2019,33.0254392,-96.70932055
us/dallas-addison-quorum-galleria,Hotel,Dallas-Addison Marriott Quorum by the Galleria,"14901 Dallas Parkway , Dallas, TX 75254, USA",8.7,104,20 July 2019,32.95123898,-96.82480976
us/relaxing-2br-downtown-austin-336-by-wanderjaunt,Apartment,Relaxing 2BR - Downtown Austin #336 by WanderJaunt,"Austin, 78703, USA",-1.0,-1,,30.2739,-97.7645
us/rock-n-wood-home,Holiday home,Rock 'n' Wood Home,"Wimberley, 78676, USA",-1.0,-1,,29.955368,-98.088478
us/hotel-south-danville-drive-abilene,Hotel,Comfort Suites Abilene,"3225 South Danville Drive, Abilene, 79605, USA",8.3,193,24 July 2019,32.41155388,-99.77247432
us/coolview-cabin-cabin,Holiday home,Coolview Cabin,"Wimberley, 78676, USA",-1.0,-1,,29.989861,-98.063499
us/harrys-hideaway-condo-galveston,Holiday home,Harry's Hideaway Condo,"Galveston, 77554, USA",-1.0,-1,5 November 2018,29.145109,-95.045936
us/downtown-austin-1414,Apartment,Downtown Austin 1414,"Austin, 78701, USA",9.6,8,5 February 2019,30.2707822,-97.7489952
us/7825-cook-road-houston-tx-77072,Holiday home,"7825 Cook Road, Houston, TX 77072","7825 Cook Road, Houston, TX 77072, USA",-1.0,-1,5 July 2019,29.692702,-95.593433
us/van-zandt-a-kimpton,Hotel,Kimpton Hotel Van Zandt,"605 Davis Street, Austin, TX 78701, USA",9.0,355,27 July 2019,30.2602436,-97.7388311
us/hotel-west-plano-parkway-plano,Hotel,Extended Stay America - Dallas - Plano Parkway - Medical Center,"4636 W. Plano Pkwy, Plano, 75093, USA",7.2,54,19 July 2019,33.01516589,-96.7883867
us/residence-inn-by-marriott-lubbock,Hotel,Studio 6 Lubbock,"2551 S Loop 289, Lubbock, 79423, USA",7.9,380,28 July 2019,33.528526,-101.874842
us/holiday-inn-el-paso-sunland-park-drive-i-10-west,Hotel,Holiday Inn El Paso West – Sunland Park,"900 Sunland Park Drive, El Paso, 79922, USA",8.4,186,30 July 2019,31.8142,-106.5513
us/bwwestchase,Hotel,Best Western Westchase Mini-Suites,"2950 West Sam Houston Parkway South, Westchase, Houston, TX 77042, USA",8.6,225,29 July 2019,29.73352889,-95.55848122
us/la-quinta-inn-suites-by-wyndham-euless,Hotel,La Quinta Inn & Suites by Wyndham Euless,"2550 State Hwy 121, Euless, 76039, USA",-1.0,-1,,32.873143,-97.098851
us/la-quinta-inn-and-suites-brownsville-north,Hotel,La Quinta by Wyndham Brownsville North,"5051 North Expressway, Brownsville, TX 78520, USA",8.6,169,26 July 2019,25.9794567,-97.518833
us/river-remedy-cwc110-condo,Apartment,River Remedy CWC110 Condo,"New Braunfels, 78130, USA",-1.0,-1,,29.703313,-98.117162
us/el-constante-132,Apartment,El Constante 132,"14802 Windward #132, Corpus Christi, 78418, USA",-1.0,-1,,27.609591,-97.20662
us/corpus-christi-901-navigation-boulevard-interstate-37-days-inn-corpus-christi-airport,Motel,Knights Inn Corpus Christi,"901 North Navigation Boulevard, Corpus Christi, TX 78408, USA",6.8,314,21 July 2019,27.8019,-97.4539099
us/blockhaus-lodge-unit-5,Holiday home,Wimberley Log Cabins Resort and Suites - Unit 5,"Wimberley, TX 78676, USA",10.0,-1,23 May 2019,29.997436,-98.09862
us/7f-lodge-and-events,Bed and breakfast,7F Lodge and Events,"16611 Royder Road, College Station, TX 77845, USA",9.3,8,30 July 2019,30.519761,-96.277
us/americas-best-value-inn-medical-center-downtown,Motel,Americas Best Value Inn Medical Center Downtown,"2419 Riverside Drive , Houston, TX 77004, USA",7.4,59,21 June 2019,29.7172124,-95.37766546
us/hilton-houston-nasa-clear-lake,Hotel,Hilton Houston NASA Clear Lake,"3000 East NASA Parkway, Seabrook, TX 77058, USA",8.3,312,30 July 2019,29.55626302,-95.07603765
us/la-quinta-inn-suites-waco-downtown-baylor,Hotel,La Quinta by Wyndham Waco Baylor Downtown,"911 South 10th St., Waco, 76706, USA",9.3,237,30 July 2019,31.546096,-97.128571
us/courtyard-dallas-richardson-at-campbell,Hotel,Courtyard Dallas Richardson at Campbell,"2191 North Greenville Avenue, Richardson, TX 75082, USA",9.1,149,28 July 2019,32.9794879,-96.70785338
us/offbeat-central-2bdr-in-crestview,Holiday home,Offbeat Central - 2Bdr in Crestview!,"Austin, 78757, USA",-1.0,-1,,30.345619,-97.73291
us/reel-paradise-holiday-home,Holiday home,Reel Paradise Holiday home,"Galveston, TX 77554, USA",-1.0,-1,,29.197741,-94.984991
us/cheap-private-room-in-a-house,Homestay,Cheap Private Room In a House,"3712 Corn Valley Road, Grand Prairie, TX 75052, USA",6.0,10,9 June 2019,32.683138,-97.009379
us/lake-conroe-rv-camping-resort-1-willis4,Holiday park,Lake Conroe Queen Studio Cabin 6,"11720 Thousand Trails Road, Willis, TX 77318, USA",-1.0,-1,,30.3943965,-95.5280865
us/blockhaus-lodge-entire-property,Holiday home,Wimberley Log Cabins Resort and Suites - Entire Property,"Wimberley, 78676, USA",-1.0,-1,,30.004614,-98.108975
us/country-inn-suites-harlingen,Hotel,"Country Inn & Suites by Radisson, Harlingen, TX","3825 South Expressway 83, Harlingen, TX 78550, USA",9.0,268,22 July 2019,26.16530177,-97.68782968
us/mesquite-inn-suites,Motel,Mesquite Inn & Suites,"4643 Interstate 30 4643 I 30 and Big Town, Mesquite, TX 75150, USA",6.2,30,30 July 2019,32.803885,-96.670048
us/best-western-pearland-inn,Motel,Best Western Pearland Inn,"1855 North Main Street , Pearland, TX 77581, USA",8.6,90,26 July 2019,29.57451032,-95.28516412
us/knights-inn-fort-worth-tx,Motel,Knights Inn Fort Worth TX,"5253 Southeast Loop 820, Forest Hill, TX 76119, USA",4.6,18,8 January 2019,32.662891,-97.245767
us/red-caboose-farm-bed-amp-breakfast,Bed and breakfast,Red Caboose Farm Bed & Breakfast,"14558 Tree Farm Road, Magnolia, TX 77354, USA",9.4,11,13 July 2019,30.2562433,-95.7019274
us/newly-renovated-house-across-ut-dallas,Holiday home,Newly Renovated House Across UT Dallas,"739 Greenhaven Dr, Richardson, TX 75080, USA",-1.0,-1,6 September 2018,32.973058,-96.747078
us/museum-district-2013,Apartment,Museum District 2013,"Houston, 77004, USA",10.0,-1,23 April 2018,29.72632912,-95.38544412
us/microtel-buda,Hotel,Microtel Inn & Suites by Wyndham Buda Austin South,"1285 Cabela's Drive, Buda, TX 78610, USA",8.3,155,27 July 2019,30.0845169,-97.8275723
us/exotic-home-getaway,Homestay,Exotic Home Getaway,"9846 Baseline Drive, Dallas, TX 75243, USA",-1.0,-1,23 January 2019,32.912903,-96.729405
us/studio-6-austin-airport,Hotel,Studio 6 Austin Airport,"1901 Airport Commerce Drive, Austin, 78741, USA",8.2,16,25 July 2019,30.21997,-97.69182
us/juanita-39-s-house-on-north-main-st,Holiday home,Juanita's House on North Main St.,"1130 North Main Street, Elgin, TX 78621, USA",10.0,-1,12 June 2019,30.35527,-97.3802943
us/el-constante-218,Apartment,El Constante 218,"14802 Windward Dr #218, Corpus Christi, 78418, USA",-1.0,-1,,27.60999,-97.206939
us/towneplace-suites-dallas-desoto,Hotel,TownePlace Suites Dallas DeSoto,"2700 Travis Street, DeSoto, TX 75115, USA",8.1,27,23 March 2019,32.64519294,-96.88449025
us/10726-ambergate-dr-ambergate-iah-humble-woodlands-spring-cypress,Holiday home,"10726 Ambergate Dr · Ambergate · IAH ,Humble, Woodlands, Spring,Cypress","10726 Ambergate Drive, Humble, TX 77396, USA",-1.0,-1,,29.9377407,-95.22549225
us/luxury-2003,Apartment,Luxury 2003,"2323 McCue Road, Houston, TX 77056, USA",-1.0,-1,,29.744177,-95.463976
us/abilene-3010-catclaw-drive,Hotel,Big Country Hotel & Suites,"3010 CatClaw Drive, Abilene, TX 79606, USA",8.1,83,30 July 2019,32.413857,-99.778797
us/best-western-plus-austin-airport-inn-suites,Hotel,Best Western PLUS Austin Airport Inn & Suites,"1805 Airport Commerce Drive, Austin, TX 78741, USA",8.5,286,30 July 2019,30.22037874,-97.69117132
us/inn-amp-suites-dallas-arlington-south,Hotel,La Quinta by Wyndham Dallas Arlington South,"4001 Scots Legacy Drive, Arlington, TX 76015, USA",8.5,396,30 July 2019,32.67874243,-97.12300435
us/sommervilla-home,Holiday home,Sommervilla Home,"Galveston, TX 77554, USA",-1.0,-1,,29.205396,-94.93725
us/redawning-absolute-paradise,Apartment,Absolute Paradise,"Galveston, TX 77551, USA",8.3,-1,7 September 2018,29.26216114,-94.83562
us/jefferson-reserve,Apartment,Jefferson Reserve,"2710 Routh Creek Parkway, Richardson, TX 75082, USA",-1.0,-1,,32.9919395,-96.7065694
us/lakeway-luxury-marina-getaway,Holiday home,Lakeway Luxury Marina Getaway,"Lakeway, 78734, USA",-1.0,-1,,30.373402,-97.986302
us/camelot-inn,Motel,Camelot Inn,"2508 I-40 east, Amarillo, TX 79103, USA",7.1,382,30 July 2019,35.19290953,-101.80758666
us/stylish-midcentury-living-downtown-views-by-lodgeur,Apartment,Stylish midcentury living & downtown views by Lodgeur,"1617 Fannin Street, Downtown Houston, Houston, 77002, USA",-1.0,-1,,29.751505,-95.367714
us/guadalupe-river-duplex-rr8360-duplex,Apartment,Guadalupe River Duplex Rr8360 Duplex,"New Braunfels, 78132, USA",-1.0,-1,,29.79676,-98.14896
us/towneplace-suites-arlington-near-six-flags,Hotel,TownePlace Suites Dallas Arlington North,"1709 East Lamar Boulevard, Arlington, TX 76006, USA",8.8,73,30 July 2019,32.76341902,-97.08315611
us/midtown-3002,Apartment,Midtown 3002,"Houston, 77006, USA",8.7,-1,10 May 2019,29.7451615,-95.3760315
us/days-inn-san-marcos,Hotel,Days Inn by Wyndham San Marcos,"1005 Interstate 35 North, San Marcos, TX 78666, USA",7.0,220,25 July 2019,29.88187173,-97.92435989
us/howard-johnson-inn-suites-san-antonio-san-antonio,Hotel,Howard Johnson by Wyndham San Antonio Hotel & Suites,"6901 Interstate 10 West, San Antonio, TX 78213, USA",7.4,134,24 July 2019,29.49415284,-98.54695929
us/st-regis-houston,Hotel,The St. Regis Houston,"1919 Briar Oaks Lane, Houston, TX 77027, USA",8.6,43,28 July 2019,29.74710879,-95.4506886
us/cameron-park-bungalow-cottage,Holiday home,Cameron Park Cottage,"Waco, 76708, USA",-1.0,-1,,31.575653,-97.161817
us/palm-bay-305,Apartments,Palm Bay Condos II,"Corpus Christi, 78418, USA",10.0,-1,20 June 2019,27.603286,-97.224099
us/hotel-n-hwy-two-hundred-eighty-seven-mansfield,Hotel,Comfort Inn Mansfield,"175 North Highway 287, Mansfield, TX 76063, USA",8.3,128,28 July 2019,32.56908778,-97.11934447
us/waterwheel-condos,Apartment,Waterwheel Cool River Condo #C102,"730 East Mather Street, New Braunfels, TX 78130, USA",-1.0,-1,,29.7089379,-98.1107298
us/towneplace-suites-by-marriott-dallas-mesquite,Hotel,TownePlace Suites by Marriott Dallas Mesquite,"500 Rodeo Center Boulevard, Mesquite, 75149, USA",9.3,39,5 May 2019,32.763933,-96.622058
us/seascape-2201,Holiday home,Seascape 2201,"10811 Termini San Luis Pass Road, Galveston, 77550, USA",-1.0,-1,,29.24222,-94.871558
us/the-perch-on-lake-travis,Holiday home,The Perch on Lake Travis,"1010 Stewart Cove, Buffalo Gap, 78701, USA",-1.0,-1,,30.3806856,-97.9585733
us/sun-drunched-dowtown-suite-parking,Apartment,South Art District Suite + Ensuite Laundry,"1001 Ross Avenue, Dallas, TX 75202, USA",10.0,-1,18 May 2019,32.782624,-96.8047068
us/contemporary-lux,Holiday home,#Contemporary Lux,"5810 Creekway Street, San Antonio, TX 78247, USA",-1.0,-1,,29.5795031,-98.3834982
us/heart-of-downtown-dallas-loft-with-amazing-views,Holiday home,Heart Of Downtown Dallas Loft with amazing Views,"411 N Akard St, Dallas, 75201, USA",-1.0,-1,,32.7830302,-96.8009193
us/la-quinta-inn-suites-corpus-christi-northwest,Hotel,La Quinta by Wyndham Corpus Christi Northwest,"10446 IH37 Access Rd B, Corpus Christi, TX 78410, USA",8.2,116,29 July 2019,27.8558403,-97.5976736
us/mini-resort-near-scott-amp-white,Holiday home,Mini resort near Scott & White,"5201 Sam Houston Street, Temple, TX 76502, USA",-1.0,-1,,31.05284797,-97.38585631
us/el-constante-116,Apartment,El Constante 116,"14802 Windward #116, Corpus Christi, 78418, USA",-1.0,-1,,27.609941,-97.206825
us/ruby-inn,Hotel,Motel 6 San Antonio - Windcrest,"9903 Interstate 35 North, San Antonio, TX 78233, USA",6.9,91,28 July 2019,29.52931122,-98.39284524
us/home2-suites-by-hilton-dallas-grand-prairie,Hotel,Home2 Suites By Hilton Dallas Grand Prairie,"2123 W Interstate 20   , Grand Prairie, TX 75052, USA",9.3,148,29 July 2019,32.67484248,-97.03137487
us/holiday-inn-san-antonio,Hotel,Holiday Inn Hotel & Suites Northwest San Antonio,"5535 University Heights, San Antonio, TX 78249, USA",9.0,106,21 July 2019,29.56821051,-98.59610975
us/deluxe-inn-irving,Motel,Deluxe Inn Irving,"1400 East Airport Freeway, Irving, TX 75062, USA",5.3,43,15 July 2019,32.836136,-96.928865
us/intown-suites-extended-stay-lewisville-tx-valley-view,Hotel,InTown Suites Extended Stay Lewisville TX – Valley View,"101 Valley View Drive, Lewisville, TX 75067, USA",-1.0,-1,,33.014415,-96.9937
us/cowabungalow-home,Holiday home,Cowabungalow Home,"Galveston, 77554, USA",-1.0,-1,,29.13026,-95.063339
us/tipi-1-sweet-grass,Holiday home,Tipi #1 Sweet Grass,"Canyon Lake, TX 78132, USA",-1.0,-1,,29.83057,-98.164691
us/holiday-inn-express-suites-forney,Hotel,Holiday Inn Express & Suites - Forney,"110 E Highway 80, Forney, TX 75126, USA",-1.0,-1,,32.7556719,-96.4638887
us/dormigo-ninth-street-apartment-3,Apartment,Dormigo Ninth Street Apartment 3,"120 9th Street Apt 1104, San Antonio, TX 78215, USA",9.5,-1,16 May 2019,29.435029,-98.4828317
us/residence-inn-houston-westchase-on-westheimer,Hotel,Residence Inn Houston Westchase On Westheimer,"9965 Westheimer, Westchase, Houston, TX 77042, USA",8.5,71,29 July 2019,29.73576244,-95.5457139
us/schmitz-historic-67493-condo,Apartment,Schmitz Historic Hotel #67493 Condo,"New Braunfels, 78130, USA",-1.0,-1,,29.703132,-98.125303
us/circle-c-6110-ginita-lane-1br-apartment,Holiday home,Circle C - 6110 Ginita Lane 1BR Apartment,"6110-A Ginita Lane, A, Austin, 78701, USA",-1.0,-1,,30.1907372,-97.8885519
us/holiday-inn-express-suites-dallas-central-market-center,Hotel,Holiday Inn Express Hotel & Suites Dallas Central Market Center,"1521 Inwood Road, Dallas, TX 75247, USA",8.3,162,30 July 2019,32.81002354,-96.85048521
us/fifty-seven-sixteen-suites-midland,Hotel,SpringHill Suites by Marriott Midland Odessa,"5716 Deauville Boulevard, Midland, TX 79706, USA",9.0,91,25 July 2019,31.9917606,-102.157048
us/hilton-anatole,Resort,Hilton Anatole,"2201 Stemmons Freeway, Market Center, Dallas, TX 75207, USA",8.5,261,29 July 2019,32.80052783,-96.83262169
us/dawn-622-babes-view-condo,Apartment,Dawn 622-Babe'S View Condo,"Galveston, 77551, USA",-1.0,-1,,29.262161,-94.83562
us/hilton-garden-inn-san-antonio-airport,Hotel,Hilton Garden Inn San Antonio Airport,"12828 San Pedro Avenue, San Antonio, TX 78216, USA",8.4,207,19 July 2019,29.55736194,-98.48293394
us/towneplace-suites-houston-clearlake,Aparthotel,TownePlace Suites by Marriott Houston NASA/Clear Lake,"1050 Bay Area Boulevard, Webster, TX 77058, USA",8.8,56,29 July 2019,29.55589321,-95.11807859
us/georgetown-sunday-house,Holiday home,Georgetown Sunday House,"905 S Elm St, Georgetown, 78626, USA",-1.0,-1,,30.635422,-97.673926
us/hyatt-house-bryan-college-station,Hotel,Hyatt House Bryan/College Station,"3062 Wildflower Dr, Bryan, TX 77802, USA",-1.0,-1,,30.664164,-96.323956
us/the-zilker,Apartment,The Zilker,"3600 North Hills Drive, Austin, TX 78731, USA",-1.0,-1,,30.3501804,-97.7554974
us/the-endless-summer-retreat,Holiday home,The Endless Summer Retreat,"5814 Constellation Circle, Rockwall, TX 75032, USA",-1.0,-1,,32.87936766,-96.48720871
us/pointe-paradise,Holiday home,Pointe Paradise,"26550 Mangrove Drive #302, Galveston, 77551, USA",7.3,6,27 June 2019,29.101452,-95.104168
us/red-roof-inn-austin-north,Hotel,Red Roof Inn Austin North,"8210 North Interstate 35, Austin, TX 78753, USA",5.6,1204,30 July 2019,30.34526427,-97.69689918
us/springhill-suites-austin-south,Hotel,SpringHill Suites Austin South,"4501 South IH-35, Austin, TX 78744, USA",8.5,167,30 July 2019,30.21009231,-97.75387466
us/budget-inn-odessa,Motel,Budget Inn Odessa,"9417 Andrews Highway, Odessa, TX 79765, USA",6.0,54,12 May 2019,31.94708366,-102.40606061
us/redawning-casa-del-mar-289,Apartment,Casa Del Mar 289,"Galveston, TX 77551, USA",-1.0,-1,4 August 2018,29.2669186,-94.827446
us/sunset-on-the-deck,Holiday home,Sunset on the Deck,"Edgewater Beach, 78645, USA",-1.0,-1,,30.420473,-98.004359
us/austin-marriott-north,Hotel,Austin Marriott North,"2600 La Frontera Boulevard, Round Rock, TX 78681, USA",8.8,108,14 July 2019,30.48326168,-97.68731564
us/hotel-w-plano-parkway-plano,Hotel,Extended Stay America - Dallas - Plano Parkway,"4709 West Plano Parkway, Plano, TX 75093, USA",6.7,92,25 July 2019,33.01655043,-96.79103538
us/homewood-suites-by-hilton-brownsville,Hotel,Homewood Suites by Hilton Brownsville,"3759 North Expressway, Brownsville, TX 78520, USA",8.8,98,22 July 2019,25.95681716,-97.50915259
us/railyard-apartment,Apartment,The Railyard Condominiums,"301 East 4th Street #323, Austin, TX 78701, USA",9.6,27,17 July 2019,30.26525725,-97.74062776
us/the-cabin-on-lake-travis,Holiday home,The Cabin on Lake Travis,"1008 B Stewart Cove, Buffalo Gap, 78701, USA",-1.0,-1,,30.3806856,-97.9585733
us/sterling-inn-and-suites,Motel,Sterling Inn and Suites at Reliant and Medical Center Houston,"2500 South Loop West Freeway, Houston, TX 77054, USA",7.8,404,29 July 2019,29.67830069,-95.41665137
us/edelweiss-wimberley,Holiday home,Edelweiss,"Wimberley, TX 78676, USA",-1.0,-1,,30.0088934,-98.0549789
us/studio-6-temple,Hotel,Studio 6 Temple,"802 North General Bruce , Temple, 76504, USA",8.5,50,24 July 2019,31.111706,-97.35715
us/inn-amp-suites-arlington-north-6-flags-drive,Hotel,La Quinta by Wyndham Arlington North 6 Flags Dr,"825 North Watson Road, Arlington, TX 76011, USA",8.9,576,30 July 2019,32.75469882,-97.06567615
us/hotel-e-hwy-six-alvin,Hotel,Scottish Inn and Suites Alvin,"900 East Highway 6, Alvin, TX 77511, USA",6.6,20,22 July 2019,29.42597738,-95.23572832
us/home2-suites-by-hilton-san-angelo,Hotel,Home2 Suites by Hilton San Angelo,"2569 Southwest Boulevard, San Angelo, TX 76901, USA",9.3,104,28 July 2019,31.43895833,-100.49825563
us/hotel-north-garfield-midland,Hotel,Quality Suites Midland,"4706 North Garfield, Midland, 79705, USA",8.3,81,14 July 2019,32.04078114,-102.11330116
us/three-twenty-five-village-park-express-suites-alvarado,Hotel,Holiday Inn Express Hotel & Suites Alvarado,"325 Village Park Drive, Alvarado, TX 76009, USA",9.0,92,27 July 2019,32.418017,-97.226733
us/brand-new-corporate-apt-downtown-47-uptown-47-deepellum,Apartments,Brand New Corporate Apt Downtown/Uptown/DeepEllum,"2627 Live Oak St, Dallas, TX 75204, USA",9.3,17,1 March 2019,32.788409,-96.790188
us/motel-9-san-antonio,Motel,Super 8 by Wyndham San Antonio Near Fort Sam Houston,"7010 North Interstate 35, San Antonio, TX 78218, USA",8.0,526,30 July 2019,29.4948747,-98.39990616
us/hampton-inn-suites-el-paso-west,Hotel,Hampton Inn & Suites El Paso West,"6411 South Desert Boulevard, El Paso, TX 79912 , USA",8.6,62,22 April 2019,31.88420138,-106.58372819
us/seascape-1216-condo,Apartment,Seascape 1216 Condo,"Galveston, 77554, USA",-1.0,-1,,29.24222,-94.871558
us/palace-inn-harwin-houston,Motel,Palace Inn Harwin,"6623 Harwin Drive, Houston, TX 77036, USA",8.6,8,12 May 2019,29.7194706,-95.49997451
us/sun-suites-of-dfw-airport-lewisville,Motel,InTown Suites Extended Stay Dallas/Lewisville I-35 East,"324 East Corporate Drive, Lewisville, TX 75067, USA",-1.0,-1,,33.01582038,-96.98435426
us/texas-trendscapes,Campsite,Texas Trendscapes,"711 Huntington ln, Friendswood, TX 77546, USA",-1.0,-1,,29.538979,-95.217105
us/hyatt-place-bush-intercontiental-airport,Hotel,Hyatt Place Houston-North,"300 Ronan Park Place, Houston, TX 77060, USA",8.5,431,15 July 2019,29.942059,-95.400593
us/stockyards,Hotel,Stockyards Hotel,"109 East Exchange Avenue, Stockyards, Fort Worth, TX 76164, USA",9.2,350,30 July 2019,32.789,-97.34865
us/fairfield-inn-by-marriott-lubbock,Hotel,Fairfield Inn & Suites Lubbock,"4007 South Loop 289, Lubbock, TX 79423, USA",8.9,50,28 July 2019,33.52751951,-101.89909726
us/iah-39-s-international-place,Homestay,IAH's International Place,"23319 Pennsgrove Road, Spring, TX 77373, USA",-1.0,-1,,30.051414,-95.344189
us/seascape-1222,Holiday home,Seascape 1222,"10811 Termini San Luis Pass Road, Galveston, 77550, USA",-1.0,-1,,29.24222,-94.8715578
us/hawthorn-suites-by-wyndham-mcallen,Hotel,Hawthorn Suites by Wyndham McAllen,"4801 West Expressway 83, McAllen, TX 78503, USA",9.3,157,27 June 2019,26.195779,-98.276246
us/dormigo-ninth-street-apartment-5,Apartment,Dormigo Ninth Street Apartment 5,"120 9th Street 1108, San Antonio, TX 78215, USA",-1.0,-1,,29.435029,-98.4828317
us/modern-1br-by-downtown-austin-337-by-wanderjaunt,Apartment,Modern 1BR by Downtown Austin #337 by WanderJaunt,"Austin, 78741, USA",-1.0,-1,,30.2415,-97.7235
us/wommack-home-10202,Holiday home,South Austin Multi-Home Retreat,"Austin, TX 78748, USA",-1.0,-1,,30.170929,-97.831106
us/sandy-shores-galveston,Holiday home,Sandy Shores,"Galveston, 77554, USA",9.1,-1,5 June 2019,29.139658,-95.042123
us/belmont,Hotel,Belmont Hotel,"901 Fort Worth Avenue, Dallas, TX 75208, USA",7.9,104,28 June 2019,32.76963948,-96.83686495
us/residence-inn-by-marriott-corpus-christi-downtown,Hotel,Residence Inn by Marriott Corpus Christi Downtown,"301 South Shoreline Boulevard, Corpus Christi, 78401, USA",-1.0,-1,,27.790092,-97.394111
us/springhill-suites-by-marriott-dallas-nw-highway-at-stemmons-i-35east,Hotel,SpringHill Suites by Marriott Dallas NW Highway at Stemmons / I-35East,"2363 Stemmons Trail, Dallas, TX 75220, USA",8.5,57,14 July 2019,32.85942677,-96.88934237
us/guadalupe-river-getaway-home,Holiday home,Guadalupe River Getaway Home,"New Braunfels, 78132, USA",-1.0,-1,,29.819578,-98.171112
